ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c924f--65bbe1d9156fa003ebe99e00	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe1f2273ade4c3d94e293	+	
00028c924f--65bbe1f25140ac16b302b275	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe1f3543cd35382ca281b	+	
00028c924f--65bbe1f55140ac16b302b29f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe1f95140ac16b302b300	+	
00028c924f--65bbe1fa7e61f1055b0f99f7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe205273ade4c3d94e42d	+	
00028c924f--65bbe2067e61f1055b0f9b08	+	
00028c924f--65bbe20f5140ac16b302b4fd	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe210273ade4c3d94e50b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe2177e61f1055b0f9c5e	+	
00028c924f--65bbe219273ade4c3d94e658	+	
00028c924f--65bbe2195140ac16b302b5aa	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe21c156fa003ebe9a2db	+	
00028c924f--65bbe21d5140ac16b302b5f3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe21d5140ac16b302b5fc	+	
00028c924f--65bbe227156fa003ebe9a3cc	+	
00028c924f--65bbe2287e61f1055b0f9db3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe229156fa003ebe9a404	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe22b156fa003ebe9a419	+	
00028c924f--65bbe2375140ac16b302b862	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe23e7e61f1055b0f9f9f	+	
00028c924f--65bbe249273ade4c3d94ea9a	+	
00028c924f--65bbe24c7e61f1055b0fa0c0	+	
00028c924f--65bbe251273ade4c3d94eb34	+	
00028c924f--65bbe255156fa003ebe9a7ea	+	
00028c924f--65bbe25a7e61f1055b0fa1a7	+	
00028c924f--65bbe25a7e61f1055b0fa1ad	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe25b7e61f1055b0fa1c5	+	
00028c924f--65bbe2615140ac16b302bbe5	+	
00028c924f--65bbe26b543cd35382ca323c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe26f7e61f1055b0fa361	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe2767e61f1055b0fa3c8	+	
00028c924f--65bbe27c5140ac16b302be89	+	
00028c924f--65bbe27f5140ac16b302c03d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe2885140ac16b302c0e1	+	
00028c924f--65bbe299273ade4c3d94f12f	+	
00028c924f--65bbe29c156fa003ebe9ae14	+	
00028c924f--65bbe2b87e61f1055b0faa6c	+	
00028c924f--65bbe2b9273ade4c3d94f3f9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe2e5156fa003ebe9b47c	+	
00028c924f--65bbe2e6543cd35382ca3d08	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe2e6543cd35382ca3d0d	+	
00028c924f--65bbe2ec543cd35382ca3dd3	+	
00028c924f--65bbe2f1273ade4c3d94f85c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe2fd5140ac16b302cbdc	+	
00028c924f--65bbe311156fa003ebe9b809	+	
00028c924f--65bbe31c543cd35382ca4113	+	
00028c924f--65bbe3285140ac16b302cf7a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe32f5140ac16b302d05d	+	
00028c924f--65bbe347273ade4c3d94fee5	+	
00028c924f--65bbe35f543cd35382ca471c	+	
00028c924f--65bbe3717e61f1055b0fb8ca	+	
00028c924f--65bbe3867e61f1055b0fba59	+	
00028c924f--65bbe38a5140ac16b302d8a4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe38f273ade4c3d950567	+	
00028c924f--65bbe39b543cd35382ca4bd0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe3c0156fa003ebe9c461	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe3d5156fa003ebe9c5b6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe3eb156fa003ebe9c79a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe3f8156fa003ebe9c8c4	+	
00028c924f--65bbe4157e61f1055b0fc576	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe448543cd35382ca5a19	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe44e543cd35382ca5a77	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe48b156fa003ebe9d61c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe48c543cd35382ca5fc1	+	
00028c924f--65bbe490273ade4c3d95196e	+	
00028c924f--65bbe4b05140ac16b302f13e	+	
00028c924f--65bbe4ee7e61f1055b0fd8d3	+	
00028c924f--65bbe545156fa003ebe9e653	+	
00028c924f--65bbe54a5140ac16b302fdd1	+	
00028c924f--65bbe54d156fa003ebe9e6ed	+	
00028c924f--65bbe559273ade4c3d952a50	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe55c156fa003ebe9e7f3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe5695140ac16b30300b7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe56a273ade4c3d952c44	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe5a9156fa003ebe9eed5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe5b17e61f1055b0fe7d9	+	
00028c924f--65bbe5c17e61f1055b0fe951	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe616273ade4c3d953dd2	+	
00028c924f--65bbe632156fa003ebe9fc85	+	
00028c924f--65bbe69d156fa003ebea07d5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe6a2156fa003ebea083a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe6cf5140ac16b3032219	+	
00028c924f--65bbe7537e61f1055b100d46	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924f--65bbe7c55140ac16b30335b7	+	
00028c924f--65bbe804543cd35382caab71	+	
