ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c9257--65bbf56c273ade4c3d967c2d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf56e156fa003ebeb271f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf5857e61f1055b112416	+	
00028c9257--65bbf594273ade4c3d967eb5	+	
00028c9257--65bbf5995140ac16b30448a6	+	
00028c9257--65bbf5ab273ade4c3d9680ca	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf5b9156fa003ebeb2c84	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf5c47e61f1055b112af6	+	
00028c9257--65bbf5c67e61f1055b112b08	+	
00028c9257--65bbf5ca5140ac16b3044c29	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf5dd273ade4c3d96847a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf5f6273ade4c3d96865f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf5ff156fa003ebeb3079	+	
00028c9257--65bbf601273ade4c3d968712	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf6015140ac16b304507d	+	
00028c9257--65bbf6015140ac16b30450a8	+	
00028c9257--65bbf60c156fa003ebeb3157	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf6145140ac16b30451c9	+	
00028c9257--65bbf62a273ade4c3d968a29	+	
00028c9257--65bbf636156fa003ebeb338b	+	
00028c9257--65bbf64a5140ac16b304556a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf64a543cd35382cbbe5d	+	
00028c9257--65bbf65d156fa003ebeb35f4	+	
00028c9257--65bbf667156fa003ebeb36b1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf679156fa003ebeb384c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf6795140ac16b30459ca	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf686156fa003ebeb396a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf688273ade4c3d968f99	+	
00028c9257--65bbf6897e61f1055b1136e8	+	
00028c9257--65bbf6987e61f1055b1137f0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf69a543cd35382cbc483	+	
00028c9257--65bbf6a5273ade4c3d969184	+	
00028c9257--65bbf6a8156fa003ebeb3c0e	+	
00028c9257--65bbf6c6543cd35382cbc7f7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf6c7543cd35382cbc817	+	
00028c9257--65bbf6ea543cd35382cbcb03	+	
00028c9257--65bbf6f0543cd35382cbcb81	+	
00028c9257--65bbf704156fa003ebeb42b0	+	
00028c9257--65bbf713273ade4c3d969ace	+	
00028c9257--65bbf720273ade4c3d969bb3	+	
00028c9257--65bbf725156fa003ebeb44f7	+	
00028c9257--65bbf74f273ade4c3d969f56	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf754543cd35382cbd3b1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf75f7e61f1055b114655	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf76f543cd35382cbd53e	+	
00028c9257--65bbf774543cd35382cbd5b7	+	
00028c9257--65bbf784543cd35382cbd6a5	+	
00028c9257--65bbf795156fa003ebeb4d97	+	
00028c9257--65bbf7ad273ade4c3d96a636	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf7b77e61f1055b114c90	+	
00028c9257--65bbf7bd7e61f1055b114cfa	+	
00028c9257--65bbf7c3156fa003ebeb5008	+	
00028c9257--65bbf7cb543cd35382cbdbe9	+	
00028c9257--65bbf7e37e61f1055b114f47	+	
00028c9257--65bbf7ec273ade4c3d96aaf5	+	
00028c9257--65bbf7f5273ade4c3d96ab35	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf7f6543cd35382cbdeb4	+	
00028c9257--65bbf7fc156fa003ebeb53c0	+	
00028c9257--65bbf802273ade4c3d96ac10	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf805543cd35382cbdfe6	+	
00028c9257--65bbf80c543cd35382cbe029	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf80f156fa003ebeb54f9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf815273ade4c3d96ad3c	+	
00028c9257--65bbf8217e61f1055b115438	+	
00028c9257--65bbf824273ade4c3d96adec	+	
00028c9257--65bbf827273ade4c3d96ae4a	+	
00028c9257--65bbf82a5140ac16b304787a	+	
00028c9257--65bbf82c5140ac16b3047892	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf832156fa003ebeb56c5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf83e156fa003ebeb5751	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf844156fa003ebeb57cd	+	
00028c9257--65bbf849273ade4c3d96b0c6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf8595140ac16b3047b5f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf864543cd35382cbe647	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf86c156fa003ebeb5a4a	+	
00028c9257--65bbf8727e61f1055b115a0e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf87a273ade4c3d96b434	+	
00028c9257--65bbf87d5140ac16b3047d65	+	
00028c9257--65bbf89d5140ac16b3048047	+	
00028c9257--65bbf8a1156fa003ebeb5d98	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf8a5156fa003ebeb5dbe	+	
00028c9257--65bbf8a8156fa003ebeb5e2a	+	
00028c9257--65bbf8b1543cd35382cbeade	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf8b45140ac16b30481e3	+	
00028c9257--65bbf8b7543cd35382cbeb7f	+	
00028c9257--65bbf8bf5140ac16b30482de	+	
00028c9257--65bbf8c25140ac16b3048303	+	
00028c9257--65bbf8ce5140ac16b30483a9	+	
00028c9257--65bbf8dd273ade4c3d96bba5	+	
00028c9257--65bbf8de543cd35382cbee31	+	
00028c9257--65bbf8e75140ac16b304855a	+	
00028c9257--65bbf8f25140ac16b30485e0	+	
00028c9257--65bbf9057e61f1055b1164a9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf90b273ade4c3d96bf11	+	
00028c9257--65bbf90f543cd35382cbf232	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf910156fa003ebeb65b9	+	
00028c9257--65bbf910273ade4c3d96bf8d	+	
00028c9257--65bbf912156fa003ebeb65f9	+	
00028c9257--65bbf916543cd35382cbf285	+	
00028c9257--65bbf9255140ac16b304890f	+	
00028c9257--65bbf92c7e61f1055b116724	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf92d273ade4c3d96c19e	+	
00028c9257--65bbf92d273ade4c3d96c1a5	+	
00028c9257--65bbf93c7e61f1055b11681a	+	
00028c9257--65bbf93d273ade4c3d96c2c3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9415140ac16b3048a9f	+	
00028c9257--65bbf94e156fa003ebeb6a5e	+	
00028c9257--65bbf958273ade4c3d96c4e1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9637e61f1055b116ab4	+	
00028c9257--65bbf9655140ac16b3048d74	+	
00028c9257--65bbf965543cd35382cbf879	+	
00028c9257--65bbf966156fa003ebeb6c43	+	
00028c9257--65bbf969273ade4c3d96c6ee	+	
00028c9257--65bbf96c5140ac16b3048dfe	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf977273ade4c3d96c7ec	+	
00028c9257--65bbf977543cd35382cbf98c	+	
00028c9257--65bbf9785140ac16b3048f17	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf994273ade4c3d96c9d6	+	
00028c9257--65bbf9a15140ac16b30491db	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9a3156fa003ebeb7027	+	
00028c9257--65bbf9a3543cd35382cbfcd6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9a8156fa003ebeb7055	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9aa5140ac16b3049278	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9aa5140ac16b304927d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9d97e61f1055b1172f6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9f65140ac16b3049855	+	
00028c9257--65bbf9fb156fa003ebeb7758	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbf9fc7e61f1055b11760a	+	
00028c9257--65bbfa055140ac16b304999e	+	
00028c9257--65bbfa0b7e61f1055b117731	+	
00028c9257--65bbfa10156fa003ebeb78c5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbfa11273ade4c3d96d2d3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbfa2d273ade4c3d96d4d4	+	
00028c9257--65bbfa4e156fa003ebeb7dc9	+	
00028c9257--65bbfa60273ade4c3d96d96a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbfa7e273ade4c3d96dc18	+	
00028c9257--65bbfa9f7e61f1055b11817b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbfac7543cd35382cc12e8	+	
00028c9257--65bbfaff543cd35382cc17da	+	
00028c9257--65bbfb24156fa003ebeb9565	+	
00028c9257--65bbfb267e61f1055b118b51	+	
00028c9257--65bbfb6c5140ac16b304be3b	+	
00028c9257--65bbfbe65140ac16b304c64e	+	
00028c9257--65bbfbf07e61f1055b119944	+	
00028c9257--65bbfc2f543cd35382cc36ba	+	
00028c9257--65bbfc31156fa003ebeba711	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbfc327e61f1055b119dc1	+	
00028c9257--65bbfc77156fa003ebebabe3	+	
00028c9257--65bbfcd47e61f1055b11a788	+	
00028c9257--65bbfd2b5140ac16b304e140	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9257--65bbfd40273ade4c3d971e25	+	
00028c9257--65bbfda35140ac16b304e891	+	
00028c9257--65bbfdec543cd35382cc531d	+	
00028c9257--65bbff19543cd35382cc681e	+	
00028c9257--65bc01ab7e61f1055b11fcd8	+	
00028c9257--65bc024f7e61f1055b120613	+	
