ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c9253--65bbed6b273ade4c3d95d291	+	
00028c9253--65bbed7d7e61f1055b108a62	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbed875140ac16b303a96e	+	
00028c9253--65bbed8c7e61f1055b108bba	+	
00028c9253--65bbedaa5140ac16b303ac8e	+	
00028c9253--65bbedb27e61f1055b108f01	+	
00028c9253--65bbedb3543cd35382cb1ab0	+	
00028c9253--65bbedbe543cd35382cb1b69	+	
00028c9253--65bbedd55140ac16b303b065	+	
00028c9253--65bbedeb156fa003ebea9b8b	+	
00028c9253--65bbedf9156fa003ebea9caf	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbee0d156fa003ebea9dbd	+	
00028c9253--65bbee0e543cd35382cb2112	+	
00028c9253--65bbee1b156fa003ebea9ebc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbee2c5140ac16b303b61c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbee4e273ade4c3d95e6d7	+	
00028c9253--65bbee567e61f1055b109ad5	+	
00028c9253--65bbee6b156fa003ebeaa534	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbee73273ade4c3d95e939	+	
00028c9253--65bbee7d5140ac16b303bc59	+	
00028c9253--65bbee83543cd35382cb2928	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbee87156fa003ebeaa770	+	
00028c9253--65bbee8f7e61f1055b109f1f	+	
00028c9253--65bbee91156fa003ebeaa82e	+	
00028c9253--65bbee91543cd35382cb29e4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbee9a7e61f1055b109ff9	+	
00028c9253--65bbeea1273ade4c3d95ec8e	+	
00028c9253--65bbeeae7e61f1055b10a16e	+	
00028c9253--65bbeec85140ac16b303c1e4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbeedb7e61f1055b10a465	+	
00028c9253--65bbeee3156fa003ebeaae41	+	
00028c9253--65bbeee8543cd35382cb307f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbeeec543cd35382cb30bc	+	
00028c9253--65bbeef6273ade4c3d95f1db	+	
00028c9253--65bbeef7273ade4c3d95f1eb	+	
00028c9253--65bbeefb156fa003ebeaafa3	+	
00028c9253--65bbeeff5140ac16b303c6b3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef017e61f1055b10a6f6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef037e61f1055b10a739	+	
00028c9253--65bbef1a7e61f1055b10a8eb	+	
00028c9253--65bbef22543cd35382cb34e1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef245140ac16b303c9f9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef267e61f1055b10ab3c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef3c273ade4c3d95f7ca	+	
00028c9253--65bbef3f5140ac16b303cb92	+	
00028c9253--65bbef447e61f1055b10ad20	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef447e61f1055b10ad29	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef4a5140ac16b303cc76	+	
00028c9253--65bbef4d273ade4c3d95f920	+	
00028c9253--65bbef5c5140ac16b303cdc0	+	
00028c9253--65bbef5f7e61f1055b10aefa	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef60156fa003ebeab605	+	
00028c9253--65bbef6d5140ac16b303ce74	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef76543cd35382cb3a6c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef785140ac16b303cf2c	+	
00028c9253--65bbef7a543cd35382cb3a90	+	
00028c9253--65bbef81273ade4c3d95fce6	+	
00028c9253--65bbef92543cd35382cb3bf2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef945140ac16b303d0c5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbef9e543cd35382cb3ca7	+	
00028c9253--65bbefa2543cd35382cb3cce	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbefa9543cd35382cb3d7d	+	
00028c9253--65bbefc0273ade4c3d960107	+	
00028c9253--65bbefc77e61f1055b10b6af	+	
00028c9253--65bbefcc543cd35382cb4018	+	
00028c9253--65bbefcd273ade4c3d9601f9	+	
00028c9253--65bbefd0273ade4c3d96022a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbefe5543cd35382cb4218	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbefee156fa003ebeac11b	+	
00028c9253--65bbeff7156fa003ebeac1b2	+	
00028c9253--65bbeffb5140ac16b303d957	+	
00028c9253--65bbefff5140ac16b303d9f7	+	
00028c9253--65bbf032273ade4c3d960aa8	+	
00028c9253--65bbf038543cd35382cb48b1	+	
00028c9253--65bbf04c5140ac16b303dfe6	+	
00028c9253--65bbf05b156fa003ebeac88d	+	
00028c9253--65bbf05d7e61f1055b10c20b	+	
00028c9253--65bbf06f5140ac16b303e2a5	+	
00028c9253--65bbf08d543cd35382cb4fd3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf08e273ade4c3d961100	+	
00028c9253--65bbf095273ade4c3d9611ba	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf0985140ac16b303e57d	+	
00028c9253--65bbf09a7e61f1055b10c5e8	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf0b5543cd35382cb57b4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf0de273ade4c3d961628	+	
00028c9253--65bbf0e3156fa003ebead1f5	+	
00028c9253--65bbf0e8273ade4c3d96173d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf0ec273ade4c3d96177c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf0f77e61f1055b10cd5e	+	
00028c9253--65bbf0fe543cd35382cb5cea	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf1017e61f1055b10ce07	+	
00028c9253--65bbf128156fa003ebead734	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf1355140ac16b303f160	+	
00028c9253--65bbf15f273ade4c3d961f4a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf1627e61f1055b10d480	+	
00028c9253--65bbf171273ade4c3d9620a3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf1805140ac16b303f734	+	
00028c9253--65bbf1807e61f1055b10d659	+	
00028c9253--65bbf18a7e61f1055b10d72b	+	
00028c9253--65bbf1ab5140ac16b303f9c5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf1be543cd35382cb6a0f	+	
00028c9253--65bbf1c25140ac16b303fccc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf1c4543cd35382cb6a9d	+	
00028c9253--65bbf1cd5140ac16b303fda6	+	
00028c9253--65bbf1cd5140ac16b303fdaa	+	
00028c9253--65bbf1d2273ade4c3d9629c6	+	
00028c9253--65bbf1ea273ade4c3d962bee	+	
00028c9253--65bbf1fe543cd35382cb6ebd	+	
00028c9253--65bbf2035140ac16b3040272	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf2037e61f1055b10e17a	+	
00028c9253--65bbf2085140ac16b30402be	+	
00028c9253--65bbf20e543cd35382cb701c	+	
00028c9253--65bbf2115140ac16b30403c0	+	
00028c9253--65bbf217543cd35382cb7131	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf225273ade4c3d9630f9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf22c5140ac16b3040636	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf2325140ac16b30406cd	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf244543cd35382cb756c	+	
00028c9253--65bbf2447e61f1055b10e710	+	
00028c9253--65bbf24d543cd35382cb75f7	+	
00028c9253--65bbf258156fa003ebeaed63	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf259543cd35382cb76ff	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf25f5140ac16b3040aab	+	
00028c9253--65bbf271156fa003ebeaef5e	+	
00028c9253--65bbf276156fa003ebeaefdd	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf27f7e61f1055b10ec96	+	
00028c9253--65bbf28f156fa003ebeaf20d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf2dd156fa003ebeaf6fa	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf3627e61f1055b10fd0d	+	
00028c9253--65bbf37d273ade4c3d964d76	+	
00028c9253--65bbf380543cd35382cb8b12	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf3b4543cd35382cb8eca	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf3b95140ac16b304228e	+	
00028c9253--65bbf3cf273ade4c3d965394	+	
00028c9253--65bbf3f8273ade4c3d96571e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf4185140ac16b3042ab1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf43a5140ac16b3042d06	+	
00028c9253--65bbf493156fa003ebeb1565	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf4c9156fa003ebeb19e1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf4cf543cd35382cba459	+	
00028c9253--65bbf4f17e61f1055b1119cc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf555543cd35382cbaf2a	+	
00028c9253--65bbf557156fa003ebeb257c	+	
00028c9253--65bbf635543cd35382cbbd70	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf646273ade4c3d968bd0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf6a6156fa003ebeb3c00	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9253--65bbf6f65140ac16b3046313	+	
00028c9253--65bbf6fb5140ac16b304637f	+	
00028c9253--65bbf707156fa003ebeb42fd	+	
00028c9253--65bbf7b9156fa003ebeb4f98	+	
00028c9253--65bbf8cc156fa003ebeb6090	+	
