ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c924b--65bbd9d57e61f1055b0ef407	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbd9dd7e61f1055b0ef4e7	+	
00028c924b--65bbd9e4543cd35382c98c65	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbd9f35140ac16b3020be6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda00543cd35382c98ec3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda01543cd35382c98ed7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda08156fa003ebe90362	+	
00028c924b--65bbda13543cd35382c9904a	+	
00028c924b--65bbda147e61f1055b0ef91e	+	
00028c924b--65bbda1a5140ac16b3020f3e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda1a7e61f1055b0ef99f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda1b5140ac16b3020f58	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda207e61f1055b0efa08	+	
00028c924b--65bbda377e61f1055b0efc1e	+	
00028c924b--65bbda42156fa003ebe907e9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda45543cd35382c9945e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda577e61f1055b0efefc	+	
00028c924b--65bbda58156fa003ebe909e8	+	
00028c924b--65bbda5e156fa003ebe90a7f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda757e61f1055b0f0159	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda7f543cd35382c998b1	+	
00028c924b--65bbda815140ac16b3021790	+	
00028c924b--65bbda93543cd35382c99a37	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda96156fa003ebe90e97	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda985140ac16b3021994	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbda9a5140ac16b30219cb	+	
00028c924b--65bbda9d156fa003ebe90f06	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdaa1273ade4c3d944821	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdaa87e61f1055b0f0535	+	
00028c924b--65bbdaad5140ac16b3021c01	+	
00028c924b--65bbdab2273ade4c3d9449a8	+	
00028c924b--65bbdab2273ade4c3d9449b6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdad0543cd35382c99f3b	+	
00028c924b--65bbdad3273ade4c3d944c0a	+	
00028c924b--65bbdad4156fa003ebe91398	+	
00028c924b--65bbdad45140ac16b3021ef8	+	
00028c924b--65bbdae6156fa003ebe91546	+	
00028c924b--65bbdafa156fa003ebe916cc	+	
00028c924b--65bbdafb273ade4c3d944ee5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdb02543cd35382c9a2f1	+	
00028c924b--65bbdb037e61f1055b0f0c73	+	
00028c924b--65bbdb047e61f1055b0f0c92	+	
00028c924b--65bbdb0f5140ac16b30223f0	+	
00028c924b--65bbdb177e61f1055b0f0e1f	+	
00028c924b--65bbdb1a273ade4c3d94515d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdb1e5140ac16b302251f	+	
00028c924b--65bbdb20156fa003ebe919ad	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdb295140ac16b302260a	+	
00028c924b--65bbdb48273ade4c3d945505	+	
00028c924b--65bbdb4e7e61f1055b0f1358	+	
00028c924b--65bbdb5e5140ac16b3022b85	+	
00028c924b--65bbdb70543cd35382c9ac92	+	
00028c924b--65bbdb74543cd35382c9acbc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdb7a7e61f1055b0f1778	+	
00028c924b--65bbdb81156fa003ebe92167	+	
00028c924b--65bbdb81273ade4c3d9459fa	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdb81273ade4c3d945a18	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdba2156fa003ebe924bb	+	
00028c924b--65bbdbad273ade4c3d945da5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdbb25140ac16b30232cd	+	
00028c924b--65bbdbb6156fa003ebe92672	+	
00028c924b--65bbdbb8273ade4c3d945f07	+	
00028c924b--65bbdbbe543cd35382c9b315	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdbbf156fa003ebe927ac	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdbc2273ade4c3d945ff0	+	
00028c924b--65bbdbd5543cd35382c9b4fc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdbde543cd35382c9b5b8	+	
00028c924b--65bbdbf0273ade4c3d946442	+	
00028c924b--65bbdbf7273ade4c3d946532	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdbf7543cd35382c9b7be	+	
00028c924b--65bbdbf8543cd35382c9b7c9	+	
00028c924b--65bbdbfa273ade4c3d946554	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdc01543cd35382c9b87c	+	
00028c924b--65bbdc025140ac16b3023a0b	+	
00028c924b--65bbdc25156fa003ebe92ffa	+	
00028c924b--65bbdc2b273ade4c3d946a3e	+	
00028c924b--65bbdc31273ade4c3d946b0a	+	
00028c924b--65bbdc3a543cd35382c9bd4e	+	
00028c924b--65bbdc3e156fa003ebe93208	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdc585140ac16b30241a7	+	
00028c924b--65bbdc5b5140ac16b3024201	+	
00028c924b--65bbdc675140ac16b302435c	+	
00028c924b--65bbdc69273ade4c3d94700a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdc6e7e61f1055b0f2c46	+	
00028c924b--65bbdc72543cd35382c9c18a	+	
00028c924b--65bbdc85543cd35382c9c2d1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdc915140ac16b30247a7	+	
00028c924b--65bbdc93273ade4c3d947411	+	
00028c924b--65bbdc937e61f1055b0f2f5d	+	
00028c924b--65bbdc9f5140ac16b30248b9	+	
00028c924b--65bbdca0273ade4c3d9474c1	+	
00028c924b--65bbdca05140ac16b30248c4	+	
00028c924b--65bbdca7156fa003ebe93a35	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdca95140ac16b302496e	+	
00028c924b--65bbdcaf5140ac16b30249e4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdcc0156fa003ebe93c21	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdcc8543cd35382c9c811	+	
00028c924b--65bbdccb543cd35382c9c848	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdccf5140ac16b3024cb4	+	
00028c924b--65bbdcd67e61f1055b0f33ff	+	
00028c924b--65bbdcd9273ade4c3d94793f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdce2543cd35382c9ca21	+	
00028c924b--65bbdce4273ade4c3d947a8b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdcec7e61f1055b0f35f9	+	
00028c924b--65bbdd005140ac16b302510a	+	
00028c924b--65bbdd0c273ade4c3d947e2b	+	
00028c924b--65bbdd0c7e61f1055b0f38d6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd0f156fa003ebe941f4	+	
00028c924b--65bbdd157e61f1055b0f3967	+	
00028c924b--65bbdd1a543cd35382c9cec9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd1f273ade4c3d947ff5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd23156fa003ebe943be	+	
00028c924b--65bbdd23543cd35382c9cfd2	+	
00028c924b--65bbdd257e61f1055b0f3aef	+	
00028c924b--65bbdd2c273ade4c3d948138	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd3d273ade4c3d9482d7	+	
00028c924b--65bbdd437e61f1055b0f3d00	+	
00028c924b--65bbdd4a543cd35382c9d341	+	
00028c924b--65bbdd587e61f1055b0f3e6b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd5a273ade4c3d94855b	+	
00028c924b--65bbdd62156fa003ebe948ef	+	
00028c924b--65bbdd745140ac16b3025b02	+	
00028c924b--65bbdd79156fa003ebe94aed	+	
00028c924b--65bbdd7d543cd35382c9d78f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd7f7e61f1055b0f4166	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd88273ade4c3d9488fb	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd8e156fa003ebe94c6f	+	
00028c924b--65bbdd8f5140ac16b3025d33	+	
00028c924b--65bbdd92156fa003ebe94cae	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdd94273ade4c3d9489f6	+	
00028c924b--65bbdd9b543cd35382c9d974	+	
00028c924b--65bbdda0156fa003ebe94e1b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdda2156fa003ebe94e4c	+	
00028c924b--65bbdda45140ac16b3025f14	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbddbf543cd35382c9dcb4	+	
00028c924b--65bbddc05140ac16b302614c	+	
00028c924b--65bbdddd273ade4c3d948f8e	+	
00028c924b--65bbdde25140ac16b3026411	+	
00028c924b--65bbdde27e61f1055b0f49b6	+	
00028c924b--65bbdde57e61f1055b0f49dd	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdde6543cd35382c9e010	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbde3f543cd35382c9e73f	+	
00028c924b--65bbde477e61f1055b0f5108	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbde555140ac16b3026ce7	+	
00028c924b--65bbde557e61f1055b0f5230	+	
00028c924b--65bbde5b156fa003ebe95c61	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbde5d156fa003ebe95c75	+	
00028c924b--65bbde5d7e61f1055b0f5299	+	
00028c924b--65bbdea4156fa003ebe961cc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdeab273ade4c3d949e91	+	
00028c924b--65bbdeae156fa003ebe9629d	+	
00028c924b--65bbdeae156fa003ebe962b9	+	
00028c924b--65bbded4156fa003ebe96547	+	
00028c924b--65bbdefa7e61f1055b0f5dda	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdf1c156fa003ebe969f0	+	
00028c924b--65bbdf22156fa003ebe96a59	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdf30156fa003ebe96b10	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdf4e5140ac16b3027dc4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbdf6e7e61f1055b0f6643	+	
00028c924b--65bbdf91273ade4c3d94b10d	+	
00028c924b--65bbdfce156fa003ebe97557	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbe000156fa003ebe978d5	+	
00028c924b--65bbe03d156fa003ebe97d5e	+	
00028c924b--65bbe03d543cd35382ca077b	+	
00028c924b--65bbe0927e61f1055b0f7b97	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbe0c55140ac16b30298f0	+	
00028c924b--65bbe0d35140ac16b3029a39	+	
00028c924b--65bbe15d5140ac16b302a5b7	+	
00028c924b--65bbe160156fa003ebe9937f	+	
00028c924b--65bbe1ad5140ac16b302ac57	+	
00028c924b--65bbe1b1273ade4c3d94dcbd	+	
00028c924b--65bbe1fb156fa003ebe9a09c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c924b--65bbe29a543cd35382ca365e	+	
00028c924b--65bbe2a2273ade4c3d94f1d3	+	
00028c924b--65bbe2a47e61f1055b0fa86d	+	
00028c924b--65bbe2dd273ade4c3d94f6b1	+	
