ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c2f0e--65b0e7a6753d7e7cfc35a800	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e7a6acc1b67a2f779399	+	
00028c2f0e--65b0e7ab6ee6ba6cf963b069	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e7b0f0884d28d176cdd4	+	
00028c2f0e--65b0e7b66ee6ba6cf963b185	+	
00028c2f0e--65b0e7bbf0884d28d176ceae	+	
00028c2f0e--65b0e7caacc1b67a2f77977a	+	
00028c2f0e--65b0e7cbb7b7c6421343f046	+	
00028c2f0e--65b0e7ebf0884d28d176d4c4	+	
00028c2f0e--65b0e7f6ee2612733d6db077	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e807f0884d28d176d83e	+	
00028c2f0e--65b0e8086ee6ba6cf963b988	+	
00028c2f0e--65b0e80bf0884d28d176d8c7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e815ee2612733d6db563	+	
00028c2f0e--65b0e819ee2612733d6db5b2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e81ab7b7c6421343f6db	+	
00028c2f0e--65b0e822acc1b67a2f77a015	+	
00028c2f0e--65b0e84ab7b7c6421343fad2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e860ee2612733d6dbcd8	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e86eacc1b67a2f77a7cb	+	
00028c2f0e--65b0e86ff0884d28d176e2d0	+	
00028c2f0e--65b0e888ee2612733d6dc0b4	+	
00028c2f0e--65b0e8adacc1b67a2f77ae96	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e8b3753d7e7cfc35c670	+	
00028c2f0e--65b0e8c7b7b7c6421344063f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e8ccee2612733d6dc847	+	
00028c2f0e--65b0e8d26ee6ba6cf963dc19	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0e8f6b7b7c64213440b3b	+	
00028c2f0e--65b0e8ff6ee6ba6cf963f6a5	+	
00028c2f0e--65b0e905ee2612733d6dcde5	+	
00028c2f0e--65b0e909b7b7c64213440c79	+	
00028c2f0e--65b0e918753d7e7cfc35d4c5	+	
00028c2f0e--65b0e934acc1b67a2f77d6e1	+	
00028c2f0e--65b0e9886ee6ba6cf9640894	+	
00028c2f0e--65b0e98b6ee6ba6cf96408ce	+	
00028c2f0e--65b0e9d7ee2612733d6de515	+	
00028c2f0e--65b0e9e9acc1b67a2f783d04	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ea076ee6ba6cf964161f	+	
00028c2f0e--65b0ea1b6ee6ba6cf9641807	+	
00028c2f0e--65b0ea2c753d7e7cfc3617b6	+	
00028c2f0e--65b0ea82ee2612733d6df4da	+	
00028c2f0e--65b0ea90753d7e7cfc362149	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ea97f0884d28d1771b47	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0eaaff0884d28d1771e6f	+	
00028c2f0e--65b0eab9f0884d28d1771f48	+	
00028c2f0e--65b0eabfb7b7c6421344375b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0eae0b7b7c64213443a64	+	
00028c2f0e--65b0eafab7b7c64213443c3a	+	
00028c2f0e--65b0eb24acc1b67a2f785dcf	+	
00028c2f0e--65b0eb24f0884d28d177297c	+	
00028c2f0e--65b0eb73b7b7c64213444831	+	
00028c2f0e--65b0eb79b7b7c642134448cb	+	
00028c2f0e--65b0eb7bee2612733d6e0e93	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ebd36ee6ba6cf9644370	+	
00028c2f0e--65b0ebd8753d7e7cfc3643d3	+	
00028c2f0e--65b0ebff753d7e7cfc3647e0	+	
00028c2f0e--65b0ec016ee6ba6cf96447d1	+	
00028c2f0e--65b0ec02acc1b67a2f78737e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ec09753d7e7cfc3648c6	+	
00028c2f0e--65b0ec396ee6ba6cf9644d50	+	
00028c2f0e--65b0ec8cacc1b67a2f7881f8	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ecb1acc1b67a2f7885f3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ecb26ee6ba6cf9645990	+	
00028c2f0e--65b0ece9ee2612733d6e32dc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ecf7acc1b67a2f788be1	+	
00028c2f0e--65b0ecfbee2612733d6e3524	+	
00028c2f0e--65b0ed74753d7e7cfc366f56	+	
00028c2f0e--65b0ed766ee6ba6cf96478f2	+	
00028c2f0e--65b0ed98ee2612733d6e45ad	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0edcdf0884d28d1776e01	+	
00028c2f0e--65b0edd3f0884d28d1776ea8	+	
00028c2f0e--65b0edd6ee2612733d6e4b5a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ede7753d7e7cfc367cd7	+	
00028c2f0e--65b0edeef0884d28d17771c9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0edf4753d7e7cfc367e62	+	
00028c2f0e--65b0ee17753d7e7cfc3681a9	+	
00028c2f0e--65b0ee18f0884d28d17775a3	+	
00028c2f0e--65b0ee25753d7e7cfc36837c	+	
00028c2f0e--65b0ee29acc1b67a2f78ac97	+	
00028c2f0e--65b0ee46ee2612733d6e55b1	+	
00028c2f0e--65b0ee6bf0884d28d1777f38	+	
00028c2f0e--65b0ee726ee6ba6cf96491c2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ee74ee2612733d6e5a51	+	
00028c2f0e--65b0ee7bf0884d28d1778084	+	
00028c2f0e--65b0ee9ab7b7c64213449a1d	+	
00028c2f0e--65b0eec1b7b7c64213449e62	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0eeda6ee6ba6cf9649db5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0eedcacc1b67a2f78c1c2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0eef0acc1b67a2f78c49d	+	
00028c2f0e--65b0eef4b7b7c6421344a419	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0ef38753d7e7cfc36a498	+	
00028c2f0e--65b0ef8ab7b7c6421344b45c	+	
00028c2f0e--65b0efb0753d7e7cfc36b1a5	+	
00028c2f0e--65b0efc0f0884d28d177a62c	+	
00028c2f0e--65b0efe1753d7e7cfc36b68e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0eff3b7b7c6421344bea7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0f056acc1b67a2f78ed4f	+	
00028c2f0e--65b0f059b7b7c6421344ca11	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0f07af0884d28d177b9de	+	
00028c2f0e--65b0f07e6ee6ba6cf964cc6e	+	
00028c2f0e--65b0f09facc1b67a2f78f59c	+	
00028c2f0e--65b0f0c6ee2612733d6e9a5e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0f0cdf0884d28d17817a5	+	
00028c2f0e--65b0f0cfee2612733d6e9b91	+	
00028c2f0e--65b0f0e1f0884d28d1781a3e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0f0e6753d7e7cfc36d596	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0f0f36ee6ba6cf964da6a	+	
00028c2f0e--65b0f0fbf0884d28d1781e07	+	
00028c2f0e--65b0f11c753d7e7cfc36dcd7	+	
00028c2f0e--65b0f1c86ee6ba6cf964f9a9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0f292ee2612733d6ede36	+	
00028c2f0e--65b0f29b753d7e7cfc371572	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f0e--65b0f304f0884d28d1786b81	+	
00028c2f0e--65b0f3b8753d7e7cfc3745c6	+	
00028c2f0e--65b0f439f0884d28d1789ef7	+	
00028c2f0e--65b0f521b7b7c6421345872f	+	
00028c2f0e--65b0f651acc1b67a2f79de02	+	
