ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c2f7e--65b0e56cacc1b67a2f774eb9	+	
00028c2f7e--65b0e56fee2612733d6d67e9	+	
00028c2f7e--65b0e5856ee6ba6cf9637152	+	
00028c2f7e--65b0e587753d7e7cfc356660	+	
00028c2f7e--65b0e595b7b7c6421343b121	+	
00028c2f7e--65b0e59ff0884d28d17694a2	+	
00028c2f7e--65b0e5a5b7b7c6421343b3b1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e5b9b7b7c6421343b5cf	+	
00028c2f7e--65b0e5bd6ee6ba6cf963781c	+	
00028c2f7e--65b0e5e36ee6ba6cf9637cfc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e5ec6ee6ba6cf9637e07	+	
00028c2f7e--65b0e605acc1b67a2f776264	+	
00028c2f7e--65b0e627753d7e7cfc357ccb	+	
00028c2f7e--65b0e6316ee6ba6cf9638773	+	
00028c2f7e--65b0e639acc1b67a2f77698a	+	
00028c2f7e--65b0e646ee2612733d6d8151	+	
00028c2f7e--65b0e64dacc1b67a2f776c72	+	
00028c2f7e--65b0e66af0884d28d176ab5b	+	
00028c2f7e--65b0e677acc1b67a2f77720f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e6aeb7b7c6421343d3bc	+	
00028c2f7e--65b0e6c1b7b7c6421343d57e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e6de753d7e7cfc359477	+	
00028c2f7e--65b0e6deb7b7c6421343d918	+	
00028c2f7e--65b0e6e66ee6ba6cf9639c5f	+	
00028c2f7e--65b0e6fa753d7e7cfc3597ca	+	
00028c2f7e--65b0e707acc1b67a2f778338	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e7286ee6ba6cf963a319	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e72cacc1b67a2f778748	+	
00028c2f7e--65b0e72d753d7e7cfc359c8d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e73bb7b7c6421343e1e0	+	
00028c2f7e--65b0e73cf0884d28d176c246	+	
00028c2f7e--65b0e7466ee6ba6cf963a650	+	
00028c2f7e--65b0e74d6ee6ba6cf963a729	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e766f0884d28d176c64d	+	
00028c2f7e--65b0e76a6ee6ba6cf963a9f5	+	
00028c2f7e--65b0e770acc1b67a2f778e2b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e778acc1b67a2f778f04	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e77e753d7e7cfc35a3c9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e78c753d7e7cfc35a541	+	
00028c2f7e--65b0e79a6ee6ba6cf963aef5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e7b7753d7e7cfc35aa2c	+	
00028c2f7e--65b0e7e7753d7e7cfc35af56	+	
00028c2f7e--65b0e7f3753d7e7cfc35b0dc	+	
00028c2f7e--65b0e7f6753d7e7cfc35b166	+	
00028c2f7e--65b0e839753d7e7cfc35b9d9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0e876acc1b67a2f77a8e0	+	
00028c2f7e--65b0e89bf0884d28d176e779	+	
00028c2f7e--65b0e8b6f0884d28d176e9f7	+	
00028c2f7e--65b0e8baacc1b67a2f77b01c	+	
00028c2f7e--65b0e8c8acc1b67a2f77b158	+	
00028c2f7e--65b0e8f4b7b7c64213440b0e	+	
00028c2f7e--65b0e8f7ee2612733d6dcc5b	+	
00028c2f7e--65b0e912ee2612733d6dcf5e	+	
00028c2f7e--65b0e914acc1b67a2f77c577	+	
00028c2f7e--65b0e997acc1b67a2f782aad	+	
00028c2f7e--65b0e9bbacc1b67a2f783892	+	
00028c2f7e--65b0e9ca6ee6ba6cf9640f48	+	
00028c2f7e--65b0e9d16ee6ba6cf9640fc8	+	
00028c2f7e--65b0ea0db7b7c642134426d4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ea19ee2612733d6deb2e	+	
00028c2f7e--65b0ea41753d7e7cfc3619a7	+	
00028c2f7e--65b0ea49acc1b67a2f7846c9	+	
00028c2f7e--65b0ea51f0884d28d1771538	+	
00028c2f7e--65b0ea796ee6ba6cf96420ea	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ea8c6ee6ba6cf9642263	+	
00028c2f7e--65b0eac5ee2612733d6dfa75	+	
00028c2f7e--65b0ead5753d7e7cfc362890	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eafd753d7e7cfc362c13	+	
00028c2f7e--65b0eb02753d7e7cfc362cda	+	
00028c2f7e--65b0eb0cf0884d28d17727a1	+	
00028c2f7e--65b0eb20acc1b67a2f785d98	+	
00028c2f7e--65b0eb34f0884d28d1772b61	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eb386ee6ba6cf9643382	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eb516ee6ba6cf9643600	+	
00028c2f7e--65b0eb716ee6ba6cf964396a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eb7a6ee6ba6cf9643a4b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eb9d6ee6ba6cf9643e88	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eba2b7b7c64213444cf4	+	
00028c2f7e--65b0ebb8b7b7c64213444eb3	+	
00028c2f7e--65b0ebe7753d7e7cfc364578	+	
00028c2f7e--65b0ebf46ee6ba6cf9644634	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ec03b7b7c642134455ea	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ec07acc1b67a2f7873e4	+	
00028c2f7e--65b0ec19acc1b67a2f787630	+	
00028c2f7e--65b0ec2db7b7c64213445a97	+	
00028c2f7e--65b0ec366ee6ba6cf9644d15	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ec496ee6ba6cf9644eb8	+	
00028c2f7e--65b0ec82f0884d28d1774aa4	+	
00028c2f7e--65b0ec8bee2612733d6e293a	+	
00028c2f7e--65b0ecb2f0884d28d1774e51	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ecf46ee6ba6cf9646155	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ecfc753d7e7cfc366235	+	
00028c2f7e--65b0ed156ee6ba6cf9646556	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ed3af0884d28d1775ed4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ed4df0884d28d177611b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0ed94f0884d28d17767d7	+	
00028c2f7e--65b0edb4ee2612733d6e4809	+	
00028c2f7e--65b0edbaacc1b67a2f78a0ee	+	
00028c2f7e--65b0edd1ee2612733d6e4aa1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0edfdf0884d28d17772e4	+	
00028c2f7e--65b0ee1df0884d28d1777615	+	
00028c2f7e--65b0ee38ee2612733d6e5499	+	
00028c2f7e--65b0ee52f0884d28d1777c18	+	
00028c2f7e--65b0eea0753d7e7cfc369247	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eeaeacc1b67a2f78bc25	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0eeb4ee2612733d6e6096	+	
00028c2f7e--65b0eef5753d7e7cfc369c73	+	
00028c2f7e--65b0ef0aee2612733d6e6a52	+	
00028c2f7e--65b0ef1a753d7e7cfc36a132	+	
00028c2f7e--65b0ef2cacc1b67a2f78cb84	+	
00028c2f7e--65b0ef836ee6ba6cf964b0b6	+	
00028c2f7e--65b0ef8df0884d28d177a094	+	
00028c2f7e--65b0efe7acc1b67a2f78e229	+	
00028c2f7e--65b0efe9ee2612733d6e8163	+	
00028c2f7e--65b0eff7acc1b67a2f78e3dc	+	
00028c2f7e--65b0f026acc1b67a2f78e894	+	
00028c2f7e--65b0f095acc1b67a2f78f4c0	+	
00028c2f7e--65b0f096753d7e7cfc36cace	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0f0aff0884d28d1780683	+	
00028c2f7e--65b0f0fbf0884d28d1781e0a	+	
00028c2f7e--65b0f10dee2612733d6ea422	+	
00028c2f7e--65b0f117ee2612733d6ea52d	+	
00028c2f7e--65b0f1786ee6ba6cf964ed7a	+	
00028c2f7e--65b0f17cacc1b67a2f791503	+	
00028c2f7e--65b0f17facc1b67a2f791539	+	
00028c2f7e--65b0f180acc1b67a2f79157b	+	
00028c2f7e--65b0f1b0b7b7c6421344f885	+	
00028c2f7e--65b0f1b26ee6ba6cf964f626	+	
00028c2f7e--65b0f1bfacc1b67a2f791e7c	+	
00028c2f7e--65b0f1c9ee2612733d6ebef5	+	
00028c2f7e--65b0f1cb753d7e7cfc36f691	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0f1ed753d7e7cfc36fac9	+	
00028c2f7e--65b0f21ef0884d28d17847da	+	
00028c2f7e--65b0f250f0884d28d1784e71	+	
00028c2f7e--65b0f295b7b7c64213451add	+	
00028c2f7e--65b0f2a8753d7e7cfc371762	+	
00028c2f7e--65b0f31fee2612733d6ef4bf	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f7e--65b0f392f0884d28d1788169	+	
00028c2f7e--65b0f396ee2612733d6f09ab	+	
00028c2f7e--65b0f402ee2612733d6f1ba1	+	
00028c2f7e--65b0f4aef0884d28d178ba3f	+	
00028c2f7e--65b0f626753d7e7cfc37aa60	+	
