ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c2f6d--65b0e843753d7e7cfc35bac4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0e85cf0884d28d176e0bb	+	
00028c2f6d--65b0e86eacc1b67a2f77a7c7	+	
00028c2f6d--65b0e878ee2612733d6dbf28	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0e87ab7b7c6421343ff13	+	
00028c2f6d--65b0e888f0884d28d176e540	+	
00028c2f6d--65b0e897753d7e7cfc35c374	+	
00028c2f6d--65b0e8b1b7b7c64213440403	+	
00028c2f6d--65b0e8c7753d7e7cfc35c8e8	+	
00028c2f6d--65b0e8d3753d7e7cfc35ca1e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0e8d3753d7e7cfc35ca23	+	
00028c2f6d--65b0e8d5ee2612733d6dc961	+	
00028c2f6d--65b0e8da6ee6ba6cf963e0d5	+	
00028c2f6d--65b0e8e6753d7e7cfc35cc7f	+	
00028c2f6d--65b0e8efb7b7c64213440a9a	+	
00028c2f6d--65b0e904753d7e7cfc35cfab	+	
00028c2f6d--65b0e95aee2612733d6dd77a	+	
00028c2f6d--65b0e963acc1b67a2f77ed56	+	
00028c2f6d--65b0e9acacc1b67a2f78372e	+	
00028c2f6d--65b0e9d8ee2612733d6de53c	+	
00028c2f6d--65b0e9dfacc1b67a2f783c34	+	
00028c2f6d--65b0e9e7b7b7c64213442322	+	
00028c2f6d--65b0e9e7ee2612733d6de6c2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ea26ee2612733d6dec36	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ea28acc1b67a2f784268	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ea976ee6ba6cf964233c	+	
00028c2f6d--65b0ead46ee6ba6cf9642949	+	
00028c2f6d--65b0eaeb6ee6ba6cf9642c1f	+	
00028c2f6d--65b0eafdf0884d28d177264f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0eb21753d7e7cfc36303f	+	
00028c2f6d--65b0eb536ee6ba6cf9643637	+	
00028c2f6d--65b0eb546ee6ba6cf964364d	+	
00028c2f6d--65b0eb58f0884d28d1772eba	+	
00028c2f6d--65b0eb78ee2612733d6e0e3b	+	
00028c2f6d--65b0eb95753d7e7cfc363d8b	+	
00028c2f6d--65b0eba9f0884d28d1773574	+	
00028c2f6d--65b0ebabacc1b67a2f7869f9	+	
00028c2f6d--65b0ebb9acc1b67a2f786b37	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ebbfb7b7c64213444fb3	+	
00028c2f6d--65b0ebc6b7b7c6421344502c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ebd5753d7e7cfc3643aa	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ebe6753d7e7cfc36456b	+	
00028c2f6d--65b0ebf7f0884d28d1773d37	+	
00028c2f6d--65b0ec00b7b7c642134455c8	+	
00028c2f6d--65b0ec16b7b7c642134457b3	+	
00028c2f6d--65b0ec49ee2612733d6e218f	+	
00028c2f6d--65b0ec61753d7e7cfc365143	+	
00028c2f6d--65b0ec67b7b7c64213446136	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ec7eb7b7c642134463bd	+	
00028c2f6d--65b0ecb1acc1b67a2f7885f9	+	
00028c2f6d--65b0ecd9b7b7c64213446c39	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0eceab7b7c64213446d78	+	
00028c2f6d--65b0ecf3f0884d28d1775653	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ecf4ee2612733d6e33bb	+	
00028c2f6d--65b0ed256ee6ba6cf9646718	+	
00028c2f6d--65b0ed3b753d7e7cfc366939	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ed60acc1b67a2f789731	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ed64acc1b67a2f7897de	+	
00028c2f6d--65b0ed8facc1b67a2f789c31	+	
00028c2f6d--65b0ed9dee2612733d6e4628	+	
00028c2f6d--65b0edb8b7b7c64213448284	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0edd4b7b7c64213448551	+	
00028c2f6d--65b0ede3753d7e7cfc367c54	+	
00028c2f6d--65b0ede5b7b7c642134486b9	+	
00028c2f6d--65b0edeeee2612733d6e4d34	+	
00028c2f6d--65b0ee33753d7e7cfc3684e3	+	
00028c2f6d--65b0ee68f0884d28d1777eeb	+	
00028c2f6d--65b0ee8ef0884d28d1778397	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0eeefb7b7c6421344a35a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ef0eee2612733d6e6a79	+	
00028c2f6d--65b0ef26b7b7c6421344a960	+	
00028c2f6d--65b0ef2d753d7e7cfc36a359	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ef3d753d7e7cfc36a547	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ef496ee6ba6cf964aad7	+	
00028c2f6d--65b0ef676ee6ba6cf964ad57	+	
00028c2f6d--65b0ef72f0884d28d1779d78	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0ef76753d7e7cfc36ab5f	+	
00028c2f6d--65b0ef8dacc1b67a2f78d73e	+	
00028c2f6d--65b0ef8ff0884d28d177a102	+	
00028c2f6d--65b0efaf753d7e7cfc36b196	+	
00028c2f6d--65b0efcf753d7e7cfc36b4c0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0efd0b7b7c6421344bbc7	+	
00028c2f6d--65b0efe1753d7e7cfc36b699	+	
00028c2f6d--65b0efe9753d7e7cfc36b712	+	
00028c2f6d--65b0eff46ee6ba6cf964bd10	+	
00028c2f6d--65b0f008753d7e7cfc36bac1	+	
00028c2f6d--65b0f0206ee6ba6cf964c297	+	
00028c2f6d--65b0f068f0884d28d177b6db	+	
00028c2f6d--65b0f070b7b7c6421344ccea	+	
00028c2f6d--65b0f093f0884d28d177dd7b	+	
00028c2f6d--65b0f095b7b7c6421344d0de	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f0a96ee6ba6cf964d221	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f0baf0884d28d1781413	+	
00028c2f6d--65b0f114ee2612733d6ea4f0	+	
00028c2f6d--65b0f13a753d7e7cfc36e0c7	+	
00028c2f6d--65b0f13e753d7e7cfc36e132	+	
00028c2f6d--65b0f18f6ee6ba6cf964f171	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f18fb7b7c6421344f37b	+	
00028c2f6d--65b0f1cbf0884d28d1783c30	+	
00028c2f6d--65b0f1dbb7b7c6421344feb3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f1edee2612733d6ec3e5	+	
00028c2f6d--65b0f211f0884d28d17845d7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f213f0884d28d1784629	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f221acc1b67a2f792e6c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f228f0884d28d1784950	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f24cee2612733d6ed39c	+	
00028c2f6d--65b0f250b7b7c64213451132	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f2caee2612733d6ee6b4	+	
00028c2f6d--65b0f324f0884d28d1787083	+	
00028c2f6d--65b0f335f0884d28d1787367	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c2f6d--65b0f4f0ee2612733d6f4444	+	
00028c2f6d--65b0f4f7b7b7c6421345810e	+	
00028c2f6d--65b0f7b9ee2612733d6fb535	+	
