ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028bf07c--65a93e1482c710292cedc39a	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e1682c710292cedc3cc	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e18a5bf2c28ff143678	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e19a5bf2c28ff143687	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e223c8c5b7eec96ae7c	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e2f6cb4847cffb9a02d	+	
00028bf07c--65a93e3282c710292cedc68d	+	
00028bf07c--65a93e344910f66c47a7fd3a	+	
00028bf07c--65a93e363c8c5b7eec96b0fc	+	
00028bf07c--65a93e4082c710292cedc7f9	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e4282c710292cedc817	+	
00028bf07c--65a93e476cb4847cffb9a230	+	
00028bf07c--65a93e4c8fef00738f1c6d09	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e4d3c8c5b7eec96b446	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e4d8fef00738f1c6d2c	+	
00028bf07c--65a93e514910f66c47a80021	+	
00028bf07c--65a93e5f4910f66c47a80168	+	
00028bf07c--65a93e616cb4847cffb9a4d3	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e6482c710292cedcb6a	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e6a6cb4847cffb9a562	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e7d6cb4847cffb9a75d	+	
00028bf07c--65a93e8182c710292cedcd30	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e853c8c5b7eec96b9db	+	
00028bf07c--65a93e876cb4847cffb9a817	+	
00028bf07c--65a93e898fef00738f1c7263	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93e8b4910f66c47a80606	+	
00028bf07c--65a93e904910f66c47a80692	+	
00028bf07c--65a93e953c8c5b7eec96bbcd	+	
00028bf07c--65a93eb98fef00738f1c7691	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93ecb6cb4847cffb9ae63	+	
00028bf07c--65a93f796cb4847cffb9c59f	+	
00028bf07c--65a93f7e6cb4847cffb9c620	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93f936cb4847cffb9c797	+	
00028bf07c--65a93faf8fef00738f1c89a3	+	
00028bf07c--65a93fbd82c710292cee0fd1	+	
00028bf07c--65a93fc48fef00738f1c8b61	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93fcf4910f66c47a82446	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93fd482c710292cee118a	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a93fd98fef00738f1c8d37	+	
00028bf07c--65a93fe03c8c5b7eec96d604	+	
00028bf07c--65a93fe24910f66c47a825b5	+	
00028bf07c--65a93fe6a5bf2c28ff145e02	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a94001a5bf2c28ff146099	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a94008a5bf2c28ff146123	+	
00028bf07c--65a94011a5bf2c28ff14619d	+	
00028bf07c--65a9401f6cb4847cffb9d357	+	
00028bf07c--65a9402182c710292cee18be	+	
00028bf07c--65a9403a82c710292cee1bea	+	
00028bf07c--65a9404c3c8c5b7eec96df5d	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a9404e4910f66c47a82eb6	+	
00028bf07c--65a9405582c710292cee1e61	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a9405f8fef00738f1c970f	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a940674910f66c47a830a8	+	
00028bf07c--65a9409b4910f66c47a8364d	+	
00028bf07c--65a940bea5bf2c28ff146feb	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a940d48fef00738f1ca237	+	
00028bf07c--65a940d7a5bf2c28ff147269	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a9418b82c710292cee3bf8	+	
00028bf07c--65a9427a4910f66c47a85dd1	+	
00028bf07c--65a942b23c8c5b7eec9712bf	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a942ba82c710292cee5353	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a943ed82c710292cee6e12	+	
00028bf07c--65a945173c8c5b7eec97439e	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a945493c8c5b7eec9747e1	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028bf07c--65a946833c8c5b7eec975d68	+	
