ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028b9bf9--659fb2f9b062d60448a2c9ea	+	
00028b9bf9--659fb30814c7c70ebc08226b	+	
00028b9bf9--659fb315b062d60448a2cfa8	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb31d14c7c70ebc082651	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb31f8db9654e9017b591	+	
00028b9bf9--659fb31f8db9654e9017b5ae	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb3227cff5e71c50da545	+	
00028b9bf9--659fb3317cff5e71c50da75f	+	
00028b9bf9--659fb3338db9654e9017b9df	+	
00028b9bf9--659fb3357cff5e71c50da79d	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb33d8db9654e9017bc0e	+	
00028b9bf9--659fb3428dfe8b62f270d89c	+	
00028b9bf9--659fb34e14c7c70ebc082fe1	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb34eb062d60448a2da41	+	
00028b9bf9--659fb3528db9654e9017c03c	+	
00028b9bf9--659fb3557cff5e71c50dad6e	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb36eb062d60448a2e03e	+	
00028b9bf9--659fb3708dfe8b62f270e007	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb37cb062d60448a2e232	+	
00028b9bf9--659fb38bb062d60448a2e4a9	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb38c7cff5e71c50db646	+	
00028b9bf9--659fb39414c7c70ebc083bb0	+	
00028b9bf9--659fb3988db9654e9017cc9a	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb39b8db9654e9017cd57	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb39f8dfe8b62f270e7f9	+	
00028b9bf9--659fb3a18db9654e9017cecf	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb3a2b062d60448a2e80a	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb3a87cff5e71c50dba49	+	
00028b9bf9--659fb3ab8dfe8b62f270ea07	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb3ad14c7c70ebc08405a	+	
00028b9bf9--659fb3ae8db9654e9017d0cc	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb3b48dfe8b62f270ec3a	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb3be14c7c70ebc084310	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb3cf14c7c70ebc0845b3	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb4238db9654e9017e3ea	+	
00028b9bf9--659fb4428dfe8b62f271040c	+	
00028b9bf9--659fb46714c7c70ebc085e74	+	
00028b9bf9--659fb46914c7c70ebc085eb8	+	
00028b9bf9--659fb48614c7c70ebc086208	+	
00028b9bf9--659fb4d5b062d60448a31a4d	+	
00028b9bf9--659fb5118db9654e90180b32	+	
00028b9bf9--659fb5168dfe8b62f2713aa3	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb54714c7c70ebc0882b1	+	
00028b9bf9--659fb592b062d60448a3399b	+	
00028b9bf9--659fb59814c7c70ebc089098	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb59b8db9654e9018246c	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb5a18dfe8b62f2714fbf	+	
00028b9bf9--659fb5b48db9654e90182936	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb5d6b062d60448a3452c	+	
00028b9bf9--659fb5ebb062d60448a3481c	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb68b14c7c70ebc08b8e2	+	
00028b9bf9--659fb7cc8dfe8b62f271b3b6	+	
00028b9bf9--659fb7cc8dfe8b62f271b3bb	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
00028b9bf9--659fb7cd8dfe8b62f271b3e9	+	
00028b9bf9--659fb8c514c7c70ebc091605	+	
00028b9bf9--659fbb7db062d60448a42fef	-	Sorry, you had too many wrong answers. We expect at least 4 correct answers out of 10 in each task.
