ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c9233--65bbebbd156fa003ebea6d02	+	
00028c9233--65bbebcf7e61f1055b1067b1	+	
00028c9233--65bbebd4156fa003ebea6f08	+	
00028c9233--65bbebe0156fa003ebea7022	+	
00028c9233--65bbebe5156fa003ebea7071	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbebeb5140ac16b303880e	+	
00028c9233--65bbebf27e61f1055b106a5a	+	
00028c9233--65bbebf35140ac16b30388cf	+	
00028c9233--65bbebfe156fa003ebea7242	+	
00028c9233--65bbec045140ac16b30389d6	+	
00028c9233--65bbec0e5140ac16b3038a9e	+	
00028c9233--65bbec26273ade4c3d95b87a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbec58156fa003ebea7920	+	
00028c9233--65bbec6f156fa003ebea7b2a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbec745140ac16b3039298	+	
00028c9233--65bbec7f273ade4c3d95c046	+	
00028c9233--65bbec7f7e61f1055b1075d9	+	
00028c9233--65bbec905140ac16b30394ad	+	
00028c9233--65bbeca57e61f1055b10787f	+	
00028c9233--65bbecb25140ac16b3039776	+	
00028c9233--65bbecc55140ac16b30398a1	+	
00028c9233--65bbecde156fa003ebea852b	+	
00028c9233--65bbeceb7e61f1055b107e2a	+	
00028c9233--65bbed1e543cd35382cb0ce5	+	
00028c9233--65bbed257e61f1055b108246	+	
00028c9233--65bbed257e61f1055b10825f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbed36156fa003ebea8bc9	+	
00028c9233--65bbed46273ade4c3d95cf40	+	
00028c9233--65bbedcb543cd35382cb1cb2	+	
00028c9233--65bbedd95140ac16b303b0a1	+	
00028c9233--65bbedef7e61f1055b109357	+	
00028c9233--65bbee195140ac16b303b4bd	+	
00028c9233--65bbee23543cd35382cb2281	+	
00028c9233--65bbee2a543cd35382cb22ed	+	
00028c9233--65bbee37156fa003ebeaa0b1	+	
00028c9233--65bbee40543cd35382cb248d	+	
00028c9233--65bbee42273ade4c3d95e5de	+	
00028c9233--65bbee467e61f1055b109926	+	
00028c9233--65bbee66156fa003ebeaa4f8	+	
00028c9233--65bbee835140ac16b303bccc	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbee86156fa003ebeaa757	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbee877e61f1055b109e61	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbeebc543cd35382cb2d6b	+	
00028c9233--65bbeec2273ade4c3d95ee47	+	
00028c9233--65bbeec2543cd35382cb2dd9	+	
00028c9233--65bbeecb5140ac16b303c212	+	
00028c9233--65bbeecb7e61f1055b10a380	+	
00028c9233--65bbeed5156fa003ebeaad6d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbeeda273ade4c3d95f02a	+	
00028c9233--65bbeeda543cd35382cb2f87	+	
00028c9233--65bbeee55140ac16b303c48e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbeee55140ac16b303c498	+	
00028c9233--65bbeee57e61f1055b10a50f	+	
00028c9233--65bbeee77e61f1055b10a51a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbeeec156fa003ebeaaeb8	+	
00028c9233--65bbeef7156fa003ebeaaf65	+	
00028c9233--65bbeefa543cd35382cb3212	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbef017e61f1055b10a6f7	+	
00028c9233--65bbef0a156fa003ebeab08f	+	
00028c9233--65bbef0a7e61f1055b10a805	+	
00028c9233--65bbef127e61f1055b10a86e	+	
00028c9233--65bbef307e61f1055b10abeb	+	
00028c9233--65bbef317e61f1055b10ac08	+	
00028c9233--65bbef327e61f1055b10ac18	+	
00028c9233--65bbef36273ade4c3d95f766	+	
00028c9233--65bbef4d5140ac16b303cc9f	+	
00028c9233--65bbef50273ade4c3d95f95a	+	
00028c9233--65bbef57156fa003ebeab555	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbef785140ac16b303cf3a	+	
00028c9233--65bbef8b543cd35382cb3b47	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbef9d156fa003ebeabab2	+	
00028c9233--65bbefa15140ac16b303d1e7	+	
00028c9233--65bbefc4156fa003ebeabd84	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbefd67e61f1055b10b802	+	
00028c9233--65bbefe2273ade4c3d960366	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbefee273ade4c3d960477	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbeff4273ade4c3d960556	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbeff6156fa003ebeac1a2	+	
00028c9233--65bbeff6273ade4c3d960561	+	
00028c9233--65bbeffa543cd35382cb4427	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbeffb543cd35382cb4441	+	
00028c9233--65bbf0167e61f1055b10bccc	+	
00028c9233--65bbf019273ade4c3d9608b3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf01e156fa003ebeac47a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf02c5140ac16b303dd53	+	
00028c9233--65bbf03a543cd35382cb48f1	+	
00028c9233--65bbf03d273ade4c3d960b31	+	
00028c9233--65bbf052543cd35382cb4abf	+	
00028c9233--65bbf083273ade4c3d961013	+	
00028c9233--65bbf088543cd35382cb4f4e	+	
00028c9233--65bbf08d543cd35382cb4fe5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf0967e61f1055b10c5c6	+	
00028c9233--65bbf0977e61f1055b10c5d5	+	
00028c9233--65bbf09e273ade4c3d96122c	+	
00028c9233--65bbf0ab7e61f1055b10c75b	+	
00028c9233--65bbf0ac543cd35382cb574e	+	
00028c9233--65bbf0d0273ade4c3d96158c	+	
00028c9233--65bbf0ee5140ac16b303ebe1	+	
00028c9233--65bbf0fa5140ac16b303ecae	+	
00028c9233--65bbf1055140ac16b303ed6a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf11f156fa003ebead686	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf141543cd35382cb61c0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf143273ade4c3d961d7f	+	
00028c9233--65bbf15a543cd35382cb63a7	+	
00028c9233--65bbf17a156fa003ebeadcf2	+	
00028c9233--65bbf1a2156fa003ebeadf34	+	
00028c9233--65bbf1a4543cd35382cb6880	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf1b4543cd35382cb6980	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf1c55140ac16b303fd10	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf1d37e61f1055b10dc95	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf1e5273ade4c3d962b7f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf1e7156fa003ebeae4ed	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf1e8543cd35382cb6d5b	+	
00028c9233--65bbf1eb273ade4c3d962c11	+	
00028c9233--65bbf1fc273ade4c3d962d69	+	
00028c9233--65bbf200273ade4c3d962d9a	+	
00028c9233--65bbf204156fa003ebeae774	+	
00028c9233--65bbf2057e61f1055b10e1b5	+	
00028c9233--65bbf21a156fa003ebeae929	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf240156fa003ebeaebcd	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf2435140ac16b3040822	+	
00028c9233--65bbf263156fa003ebeaee26	+	
00028c9233--65bbf2727e61f1055b10eb49	+	
00028c9233--65bbf27d7e61f1055b10ec4c	+	
00028c9233--65bbf281273ade4c3d9638c0	+	
00028c9233--65bbf2937e61f1055b10ef21	+	
00028c9233--65bbf2dd273ade4c3d96416d	+	
00028c9233--65bbf2de543cd35382cb8067	+	
00028c9233--65bbf2e45140ac16b304143c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf2ec543cd35382cb8198	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf2f7273ade4c3d964360	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf308273ade4c3d964481	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf309543cd35382cb830d	+	
00028c9233--65bbf30a7e61f1055b10f71c	+	
00028c9233--65bbf30d5140ac16b30416cc	+	
00028c9233--65bbf30f156fa003ebeafac2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf326156fa003ebeafc3f	+	
00028c9233--65bbf32b156fa003ebeafca1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf32e273ade4c3d9647d3	+	
00028c9233--65bbf342543cd35382cb86d7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf3575140ac16b3041bfe	+	
00028c9233--65bbf3687e61f1055b10fdaf	+	
00028c9233--65bbf3a9543cd35382cb8db4	+	
00028c9233--65bbf3c8543cd35382cb9020	+	
00028c9233--65bbf3ce5140ac16b304241d	+	
00028c9233--65bbf3ed5140ac16b3042691	+	
00028c9233--65bbf4b6156fa003ebeb1828	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf4c8543cd35382cba379	+	
00028c9233--65bbf4de156fa003ebeb1bbf	+	
00028c9233--65bbf4f27e61f1055b1119ea	+	
00028c9233--65bbf50a273ade4c3d967537	+	
00028c9233--65bbf50b543cd35382cba91f	+	
00028c9233--65bbf55e543cd35382cbafe3	+	
00028c9233--65bbf5fc543cd35382cbb989	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf6a45140ac16b3045d07	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf6b77e61f1055b113a0e	+	
00028c9233--65bbf6bc543cd35382cbc782	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9233--65bbf7b25140ac16b3047047	+	
00028c9233--65bbf7f05140ac16b3047404	+	
00028c9233--65bbf7fb543cd35382cbdf0b	+	
