ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c922c--65bbe301273ade4c3d94f9ea	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe30a7e61f1055b0fb0d1	+	
00028c922c--65bbe3137e61f1055b0fb197	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe3155140ac16b302cda0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe316543cd35382ca40bf	+	
00028c922c--65bbe35f543cd35382ca4701	+	
00028c922c--65bbe377273ade4c3d95037b	+	
00028c922c--65bbe39c5140ac16b302da30	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe3af273ade4c3d95080a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe3d45140ac16b302de88	+	
00028c922c--65bbe3f3273ade4c3d950d35	+	
00028c922c--65bbe40e5140ac16b302e2ef	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe4145140ac16b302e345	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe420543cd35382ca56dd	+	
00028c922c--65bbe494156fa003ebe9d764	+	
00028c922c--65bbe4a3543cd35382ca616b	+	
00028c922c--65bbe4a3543cd35382ca616f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe4a5543cd35382ca619a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe4a97e61f1055b0fd266	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe4ad543cd35382ca621a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe4b7543cd35382ca62b4	+	
00028c922c--65bbe4c3273ade4c3d951e99	+	
00028c922c--65bbe4cb7e61f1055b0fd5a6	+	
00028c922c--65bbe4ec7e61f1055b0fd8ae	+	
00028c922c--65bbe4f15140ac16b302f697	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe4f95140ac16b302f73c	+	
00028c922c--65bbe50a5140ac16b302f8aa	+	
00028c922c--65bbe528156fa003ebe9e415	+	
00028c922c--65bbe5285140ac16b302fb23	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe5297e61f1055b0fdcbf	+	
00028c922c--65bbe52e543cd35382ca6c55	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe530156fa003ebe9e4a3	+	
00028c922c--65bbe549543cd35382ca6e31	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe558543cd35382ca6fd7	+	
00028c922c--65bbe55a273ade4c3d952a5a	+	
00028c922c--65bbe5655140ac16b3030056	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe568543cd35382ca70c4	+	
00028c922c--65bbe56c273ade4c3d952caa	+	
00028c922c--65bbe56d5140ac16b30300ed	+	
00028c922c--65bbe5787e61f1055b0fe28e	+	
00028c922c--65bbe57b156fa003ebe9eaaa	+	
00028c922c--65bbe57d273ade4c3d952e88	+	
00028c922c--65bbe581543cd35382ca72e0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe58c5140ac16b3030353	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe58f7e61f1055b0fe474	+	
00028c922c--65bbe590156fa003ebe9ecb6	+	
00028c922c--65bbe5957e61f1055b0fe570	+	
00028c922c--65bbe598543cd35382ca7484	+	
00028c922c--65bbe59a273ade4c3d95312b	+	
00028c922c--65bbe5a37e61f1055b0fe63d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe5c95140ac16b3030861	+	
00028c922c--65bbe5d55140ac16b3030992	+	
00028c922c--65bbe5d67e61f1055b0feb23	+	
00028c922c--65bbe5e0156fa003ebe9f349	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe5e15140ac16b3030a40	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe5e67e61f1055b0fec19	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe5f6543cd35382ca7dcd	+	
00028c922c--65bbe5f95140ac16b3030d16	+	
00028c922c--65bbe60a5140ac16b3030fcf	+	
00028c922c--65bbe6127e61f1055b0ff016	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe6265140ac16b303127c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe627543cd35382ca81b9	+	
00028c922c--65bbe6337e61f1055b0ff2eb	+	
00028c922c--65bbe6367e61f1055b0ff311	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe648156fa003ebe9fe69	+	
00028c922c--65bbe655156fa003ebe9ff77	+	
00028c922c--65bbe65e156fa003ebea006e	+	
00028c922c--65bbe673273ade4c3d954667	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe676543cd35382ca888d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe6785140ac16b3031aa5	+	
00028c922c--65bbe67d7e61f1055b0ffa82	+	
00028c922c--65bbe6975140ac16b3031dac	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe6a15140ac16b3031ef4	+	
00028c922c--65bbe6a3543cd35382ca8c8a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe6a4156fa003ebea0874	+	
00028c922c--65bbe6ca5140ac16b30321be	+	
00028c922c--65bbe6cd5140ac16b30321f3	+	
00028c922c--65bbe6d45140ac16b303226e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe6d7543cd35382ca911e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe70b156fa003ebea107c	+	
00028c922c--65bbe718543cd35382ca96df	+	
00028c922c--65bbe71b5140ac16b303276d	+	
00028c922c--65bbe720543cd35382ca97ab	+	
00028c922c--65bbe72d273ade4c3d95561c	+	
00028c922c--65bbe75a7e61f1055b100d96	+	
00028c922c--65bbe75d273ade4c3d9559bd	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe7667e61f1055b100e9f	+	
00028c922c--65bbe770273ade4c3d955ad2	+	
00028c922c--65bbe771273ade4c3d955aef	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe77a543cd35382ca9f5a	+	
00028c922c--65bbe77d156fa003ebea1a46	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe786273ade4c3d955cb1	+	
00028c922c--65bbe7887e61f1055b101197	+	
00028c922c--65bbe795156fa003ebea1c84	+	
00028c922c--65bbe79a543cd35382caa274	+	
00028c922c--65bbe79d7e61f1055b101338	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe7a9543cd35382caa3a2	+	
00028c922c--65bbe7b1273ade4c3d95606b	+	
00028c922c--65bbe7be543cd35382caa539	+	
00028c922c--65bbe7c4273ade4c3d95623d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe7c9543cd35382caa605	+	
00028c922c--65bbe7e45140ac16b3033848	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe7e85140ac16b303389e	+	
00028c922c--65bbe7ee156fa003ebea235e	+	
00028c922c--65bbe7f1273ade4c3d956607	+	
00028c922c--65bbe7f2543cd35382caa9e2	+	
00028c922c--65bbe803273ade4c3d9567b2	+	
00028c922c--65bbe8165140ac16b3033d2e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe8275140ac16b3033efa	+	
00028c922c--65bbe82c5140ac16b3033f82	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe848156fa003ebea2ac9	+	
00028c922c--65bbe856273ade4c3d956e47	+	
00028c922c--65bbe86d543cd35382cab311	+	
00028c922c--65bbe87f5140ac16b30345ca	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe897156fa003ebea3106	+	
00028c922c--65bbe89d273ade4c3d9574ea	+	
00028c922c--65bbe8a1543cd35382cab853	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe8b0543cd35382cab95c	+	
00028c922c--65bbe8c2543cd35382cabaf0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe8c95140ac16b3034b38	+	
00028c922c--65bbe8fb5140ac16b3034f7c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe903273ade4c3d957e23	+	
00028c922c--65bbe909156fa003ebea39ed	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe90f7e61f1055b1031e9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbe9157e61f1055b1032b7	+	
00028c922c--65bbe9227e61f1055b1033b5	+	
00028c922c--65bbe927543cd35382cac475	+	
00028c922c--65bbe9445140ac16b30355e9	+	
00028c922c--65bbe9497e61f1055b10366b	+	
00028c922c--65bbe9527e61f1055b103710	+	
00028c922c--65bbe95e5140ac16b303585e	+	
00028c922c--65bbe964273ade4c3d958562	+	
00028c922c--65bbe96a5140ac16b303590b	+	
00028c922c--65bbe9af543cd35382cacd1d	+	
00028c922c--65bbe9b1156fa003ebea47b6	+	
00028c922c--65bbe9be543cd35382cace36	+	
00028c922c--65bbe9bf543cd35382cace50	+	
00028c922c--65bbe9d65140ac16b3036197	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbea1c5140ac16b303669a	+	
00028c922c--65bbea297e61f1055b10486f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbea40543cd35382cad778	+	
00028c922c--65bbea5d5140ac16b3036a99	+	
00028c922c--65bbea62273ade4c3d9598ec	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbea645140ac16b3036b2e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbea66156fa003ebea54b6	+	
00028c922c--65bbea6b156fa003ebea54d9	+	
00028c922c--65bbea6b273ade4c3d9599a4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbea6e7e61f1055b104e13	+	
00028c922c--65bbead85140ac16b30373ee	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbeae2273ade4c3d95a157	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbeafc7e61f1055b1057a9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbeb08273ade4c3d95a43c	+	
00028c922c--65bbeb67156fa003ebea6679	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c922c--65bbeb805140ac16b3037fc2	+	
00028c922c--65bbeb825140ac16b3037fee	+	
00028c922c--65bbec467e61f1055b1070de	+	
00028c922c--65bbec4e5140ac16b3038fa1	+	
00028c922c--65bbec4f543cd35382cafbeb	+	
00028c922c--65bbecb5543cd35382cb0561	+	
00028c922c--65bbecc5543cd35382cb06e4	+	
00028c922c--65bbed6b156fa003ebea9007	+	
00028c922c--65bbee217e61f1055b109655	+	
00028c922c--65bbee247e61f1055b109674	+	
