ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c9239--65bc02de156fa003ebec1070	+	
00028c9239--65bc02e57e61f1055b12117a	+	
00028c9239--65bc02f45140ac16b305660a	+	
00028c9239--65bc02fe543cd35382ccac67	+	
00028c9239--65bc03055140ac16b3056796	+	
00028c9239--65bc0323273ade4c3d977c4f	+	
00028c9239--65bc03387e61f1055b1217b9	+	
00028c9239--65bc03657e61f1055b121a90	+	
00028c9239--65bc0380156fa003ebec1bb2	+	
00028c9239--65bc0391543cd35382ccb670	+	
00028c9239--65bc03a7273ade4c3d9784f0	+	
00028c9239--65bc03ac156fa003ebec1e76	+	
00028c9239--65bc03c55140ac16b305766d	+	
00028c9239--65bc03d25140ac16b3057775	+	
00028c9239--65bc03d75140ac16b3057806	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc03f7543cd35382ccbcb2	+	
00028c9239--65bc04017e61f1055b12250e	+	
00028c9239--65bc04047e61f1055b12255d	+	
00028c9239--65bc041c5140ac16b3057bfb	+	
00028c9239--65bc04387e61f1055b122834	+	
00028c9239--65bc0444543cd35382ccc1e4	+	
00028c9239--65bc045b156fa003ebec2a47	+	
00028c9239--65bc046a273ade4c3d979381	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc046e156fa003ebec2b7a	+	
00028c9239--65bc046e7e61f1055b122b8e	+	
00028c9239--65bc04715140ac16b305821b	+	
00028c9239--65bc0475156fa003ebec2bff	+	
00028c9239--65bc048a7e61f1055b122d65	+	
00028c9239--65bc04a67e61f1055b122f24	+	
00028c9239--65bc04b25140ac16b3058678	+	
00028c9239--65bc04c0543cd35382cccab6	+	
00028c9239--65bc04ca156fa003ebec3156	+	
00028c9239--65bc04f8543cd35382cccf43	+	
00028c9239--65bc04fb543cd35382cccf68	+	
00028c9239--65bc05015140ac16b3058d85	+	
00028c9239--65bc051b273ade4c3d97a1b9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0520273ade4c3d97a22b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0528156fa003ebec3b31	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0545543cd35382ccd5c6	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0547273ade4c3d97a505	+	
00028c9239--65bc054c7e61f1055b123d8f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc05565140ac16b30594f4	+	
00028c9239--65bc055b156fa003ebec3ef7	+	
00028c9239--65bc0566156fa003ebec3ff2	+	
00028c9239--65bc0589273ade4c3d97a950	+	
00028c9239--65bc058a156fa003ebec428e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc05b1156fa003ebec44ef	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc05d5273ade4c3d97ae68	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc05f15140ac16b305a083	+	
00028c9239--65bc060e5140ac16b305a2b7	+	
00028c9239--65bc060f273ade4c3d97b281	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0620273ade4c3d97b337	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0627156fa003ebec4cfb	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc062e7e61f1055b124d62	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc06557e61f1055b124fea	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc06565140ac16b305a843	+	
00028c9239--65bc065c543cd35382cce886	+	
00028c9239--65bc06605140ac16b305a8c9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc06737e61f1055b125170	+	
00028c9239--65bc0686543cd35382ccead0	+	
00028c9239--65bc06885140ac16b305aad4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0695543cd35382ccebb8	+	
00028c9239--65bc06a0156fa003ebec54a8	+	
00028c9239--65bc06a25140ac16b305ac68	+	
00028c9239--65bc06a5156fa003ebec550f	+	
00028c9239--65bc06a6156fa003ebec5517	+	
00028c9239--65bc06ac5140ac16b305acdb	+	
00028c9239--65bc06b0543cd35382cced53	+	
00028c9239--65bc06b55140ac16b305ad57	+	
00028c9239--65bc06c07e61f1055b1256e3	+	
00028c9239--65bc06d15140ac16b305af3f	+	
00028c9239--65bc06d7156fa003ebec585c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc06df273ade4c3d97bfaa	+	
00028c9239--65bc06f3273ade4c3d97c0d1	+	
00028c9239--65bc06f37e61f1055b1259f8	+	
00028c9239--65bc07005140ac16b305b1ca	+	
00028c9239--65bc0702156fa003ebec5ae3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc07255140ac16b305b424	+	
00028c9239--65bc0732156fa003ebec608c	+	
00028c9239--65bc0737543cd35382ccf50d	+	
00028c9239--65bc073b156fa003ebec60de	+	
00028c9239--65bc073f273ade4c3d97c708	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc074c156fa003ebec61e3	+	
00028c9239--65bc07577e61f1055b126052	+	
00028c9239--65bc0772273ade4c3d97ca22	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc077f5140ac16b305b8c5	+	
00028c9239--65bc077f543cd35382ccf907	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0789156fa003ebec6558	+	
00028c9239--65bc0794273ade4c3d97cbed	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc07947e61f1055b12639d	+	
00028c9239--65bc07b2273ade4c3d97ce92	+	
00028c9239--65bc07b8543cd35382ccfca4	+	
00028c9239--65bc07f0156fa003ebec6bd9	+	
00028c9239--65bc08007e61f1055b126ac3	+	
00028c9239--65bc082c7e61f1055b126dd8	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc08335140ac16b305c4d1	+	
00028c9239--65bc0837156fa003ebec7227	+	
00028c9239--65bc0856273ade4c3d97dad2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc086f543cd35382cd0a43	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc087e5140ac16b305ca65	+	
00028c9239--65bc0896543cd35382cd0c80	+	
00028c9239--65bc08a0543cd35382cd0d36	+	
00028c9239--65bc08af273ade4c3d97e005	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc08b4273ade4c3d97e05c	+	
00028c9239--65bc08bc7e61f1055b1276ca	+	
00028c9239--65bc08bf156fa003ebec7ab8	+	
00028c9239--65bc08bf273ade4c3d97e168	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc08c05140ac16b305ce6f	+	
00028c9239--65bc08c97e61f1055b1277c3	+	
00028c9239--65bc08df7e61f1055b127936	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc08ef7e61f1055b127a31	+	
00028c9239--65bc08f0273ade4c3d97e443	+	
00028c9239--65bc090b273ade4c3d97e65c	+	
00028c9239--65bc09127e61f1055b127bce	+	
00028c9239--65bc09167e61f1055b127c0a	+	
00028c9239--65bc092b156fa003ebec80d0	+	
00028c9239--65bc0934273ade4c3d97e932	+	
00028c9239--65bc093a156fa003ebec8202	+	
00028c9239--65bc0959156fa003ebec835d	+	
00028c9239--65bc095b5140ac16b305d73a	+	
00028c9239--65bc0968156fa003ebec846a	+	
00028c9239--65bc096b156fa003ebec848a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc097d543cd35382cd1b1e	+	
00028c9239--65bc09e0273ade4c3d97f4cf	+	
00028c9239--65bc09f07e61f1055b12898f	+	
00028c9239--65bc09fe273ade4c3d97f6ae	+	
00028c9239--65bc0a03156fa003ebec8e24	+	
00028c9239--65bc0a33273ade4c3d97fb1e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9239--65bc0a46543cd35382cd27f7	+	
00028c9239--65bc0a6b7e61f1055b129303	+	
00028c9239--65bc0ac57e61f1055b129a0f	+	
00028c9239--65bc0acb7e61f1055b129a42	+	
00028c9239--65bc0af6543cd35382cd3354	+	
00028c9239--65bc0b2e273ade4c3d980b9d	+	
00028c9239--65bc0bdf156fa003ebecb0f4	+	
00028c9239--65bc0c96273ade4c3d982947	+	
