ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
00028c9211--65bbd8e2543cd35382c97632	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd8e37e61f1055b0edea2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd8f07e61f1055b0edff1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd8f3156fa003ebe8ed1f	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd904273ade4c3d9426be	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd911273ade4c3d9427b3	+	
00028c9211--65bbd918156fa003ebe8f0bc	+	
00028c9211--65bbd91c543cd35382c97b46	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd92b5140ac16b301fa46	+	
00028c9211--65bbd92c5140ac16b301fa83	+	
00028c9211--65bbd92c7e61f1055b0ee585	+	
00028c9211--65bbd930543cd35382c97cad	+	
00028c9211--65bbd931543cd35382c97ccb	+	
00028c9211--65bbd9365140ac16b301fb78	+	
00028c9211--65bbd939273ade4c3d942b18	+	
00028c9211--65bbd93f7e61f1055b0ee6b3	+	
00028c9211--65bbd941273ade4c3d942b98	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd9417e61f1055b0ee6c6	+	
00028c9211--65bbd943543cd35382c97e39	+	
00028c9211--65bbd944273ade4c3d942bdf	+	
00028c9211--65bbd946273ade4c3d942c0a	+	
00028c9211--65bbd949543cd35382c97e7e	+	
00028c9211--65bbd95b5140ac16b301fe6a	+	
00028c9211--65bbd9617e61f1055b0ee9b6	+	
00028c9211--65bbd962156fa003ebe8f6f6	+	
00028c9211--65bbd9647e61f1055b0ee9f8	+	
00028c9211--65bbd965273ade4c3d942ee7	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd967156fa003ebe8f755	+	
00028c9211--65bbd967543cd35382c9817d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd96a7e61f1055b0eea6c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd96b7e61f1055b0eea93	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd973273ade4c3d94301e	+	
00028c9211--65bbd9737e61f1055b0eeb7d	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd97d156fa003ebe8f91a	+	
00028c9211--65bbd97f543cd35382c98375	+	
00028c9211--65bbd9807e61f1055b0eecb4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd99a5140ac16b302048e	+	
00028c9211--65bbd9bb7e61f1055b0ef1b1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd9bd543cd35382c988bf	+	
00028c9211--65bbd9c3543cd35382c98948	+	
00028c9211--65bbd9ca7e61f1055b0ef353	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd9cd5140ac16b3020890	+	
00028c9211--65bbd9cd7e61f1055b0ef37c	+	
00028c9211--65bbd9ce156fa003ebe8ff00	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd9d9543cd35382c98bd3	+	
00028c9211--65bbd9e55140ac16b3020aae	+	
00028c9211--65bbd9f6156fa003ebe901fe	+	
00028c9211--65bbd9f6273ade4c3d9439b3	+	
00028c9211--65bbd9f8273ade4c3d9439b9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbd9f97e61f1055b0ef75a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbda027e61f1055b0ef827	+	
00028c9211--65bbda0b543cd35382c98fa3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbda19156fa003ebe90477	+	
00028c9211--65bbda1c7e61f1055b0ef9d0	+	
00028c9211--65bbda267e61f1055b0efa48	+	
00028c9211--65bbda2b7e61f1055b0efb1a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbda2e5140ac16b3021103	+	
00028c9211--65bbda31273ade4c3d943eb1	+	
00028c9211--65bbda36543cd35382c9934c	+	
00028c9211--65bbda46156fa003ebe90870	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbda50543cd35382c994f8	+	
00028c9211--65bbda56156fa003ebe9097b	+	
00028c9211--65bbda575140ac16b30213b1	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbda57543cd35382c99539	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbda62273ade4c3d94431b	+	
00028c9211--65bbda677e61f1055b0f003b	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbda83273ade4c3d9445e1	+	
00028c9211--65bbda8f7e61f1055b0f038f	+	
00028c9211--65bbda95543cd35382c99a75	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdac1543cd35382c99df4	+	
00028c9211--65bbdad4543cd35382c99f77	+	
00028c9211--65bbdadf543cd35382c9a09f	+	
00028c9211--65bbdaee5140ac16b30220f2	+	
00028c9211--65bbdaf7273ade4c3d944e7c	+	
00028c9211--65bbdafa5140ac16b3022233	+	
00028c9211--65bbdb0f156fa003ebe9182b	+	
00028c9211--65bbdb12543cd35382c9a430	+	
00028c9211--65bbdb137e61f1055b0f0db5	+	
00028c9211--65bbdb1c156fa003ebe91901	+	
00028c9211--65bbdb1c543cd35382c9a530	+	
00028c9211--65bbdb27156fa003ebe91a14	+	
00028c9211--65bbdb32273ade4c3d94534b	+	
00028c9211--65bbdb385140ac16b302276c	+	
00028c9211--65bbdb3f543cd35382c9a841	+	
00028c9211--65bbdb44543cd35382c9a89f	+	
00028c9211--65bbdb4c7e61f1055b0f133b	+	
00028c9211--65bbdb5b273ade4c3d9456d5	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdb5f7e61f1055b0f1521	+	
00028c9211--65bbdb617e61f1055b0f1561	+	
00028c9211--65bbdb617e61f1055b0f156c	+	
00028c9211--65bbdb627e61f1055b0f1598	+	
00028c9211--65bbdb73273ade4c3d9458ec	+	
00028c9211--65bbdb74543cd35382c9accf	+	
00028c9211--65bbdb7c273ade4c3d9459b1	+	
00028c9211--65bbdb7f7e61f1055b0f17ff	+	
00028c9211--65bbdb89156fa003ebe92258	+	
00028c9211--65bbdba1543cd35382c9b08e	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdba77e61f1055b0f1b8c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdbb57e61f1055b0f1c96	+	
00028c9211--65bbdbc4543cd35382c9b3a4	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdbc65140ac16b30234d7	+	
00028c9211--65bbdbc7543cd35382c9b3f9	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdbd95140ac16b3023632	+	
00028c9211--65bbdbde7e61f1055b0f1fd7	+	
00028c9211--65bbdbe17e61f1055b0f2034	+	
00028c9211--65bbdbea5140ac16b30237a6	+	
00028c9211--65bbdbee543cd35382c9b6d9	+	
00028c9211--65bbdbef273ade4c3d9463f5	+	
00028c9211--65bbdbef273ade4c3d94641a	+	
00028c9211--65bbdbf25140ac16b3023839	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdbfb543cd35382c9b809	+	
00028c9211--65bbdbfd7e61f1055b0f2227	+	
00028c9211--65bbdc00156fa003ebe92ce4	+	
00028c9211--65bbdc02273ade4c3d94663a	+	
00028c9211--65bbdc0b273ade4c3d94671e	+	
00028c9211--65bbdc10156fa003ebe92e2f	+	
00028c9211--65bbdc12273ade4c3d946783	+	
00028c9211--65bbdc13543cd35382c9ba10	+	
00028c9211--65bbdc147e61f1055b0f23f3	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdc1a5140ac16b3023ba2	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdc1b156fa003ebe92ec6	+	
00028c9211--65bbdc235140ac16b3023c9c	+	
00028c9211--65bbdc255140ac16b3023cfd	+	
00028c9211--65bbdc29543cd35382c9bc04	+	
00028c9211--65bbdc507e61f1055b0f2984	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdc545140ac16b3024159	+	
00028c9211--65bbdc7b543cd35382c9c1ff	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdc92156fa003ebe938a7	+	
00028c9211--65bbdc94156fa003ebe938d0	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdc9b5140ac16b302483d	+	
00028c9211--65bbdcba543cd35382c9c6df	+	
00028c9211--65bbdcc3156fa003ebe93c90	+	
00028c9211--65bbdcdb273ade4c3d947995	+	
00028c9211--65bbdce4543cd35382c9ca87	+	
00028c9211--65bbdcf75140ac16b302503b	+	
00028c9211--65bbdcfc543cd35382c9cc90	+	
00028c9211--65bbdcfd7e61f1055b0f37ea	+	
00028c9211--65bbdd055140ac16b3025164	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdd0e7e61f1055b0f391b	+	
00028c9211--65bbdd44543cd35382c9d274	+	
00028c9211--65bbdd48543cd35382c9d331	+	
00028c9211--65bbdd62273ade4c3d948622	+	
00028c9211--65bbdd7b543cd35382c9d758	+	
00028c9211--65bbdd7c273ade4c3d948828	+	
00028c9211--65bbdda67e61f1055b0f44b8	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbddef7e61f1055b0f4b25	+	
00028c9211--65bbddf35140ac16b3026562	+	
00028c9211--65bbddf6543cd35382c9e175	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbde47543cd35382c9e7f2	+	
00028c9211--65bbde517e61f1055b0f51d1	+	
00028c9211--65bbde607e61f1055b0f52aa	+	
00028c9211--65bbde62273ade4c3d94997f	+	
00028c9211--65bbde63543cd35382c9e9cf	+	
00028c9211--65bbde67273ade4c3d9499ab	+	
00028c9211--65bbde69273ade4c3d9499d6	+	
00028c9211--65bbde7f7e61f1055b0f54fb	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbde9b543cd35382c9ed4a	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdea2156fa003ebe96174	+	
00028c9211--65bbdf1d7e61f1055b0f60cf	+	
00028c9211--65bbdf20156fa003ebe96a39	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdf4c5140ac16b3027d8c	-	Sorry, you had too many wrong answers. We expect at least 3 correct answers out of 10 in each task.
00028c9211--65bbdfc3273ade4c3d94b47d	+	
00028c9211--65bbdfd35140ac16b30286d1	+	
00028c9211--65bbe0807e61f1055b0f7a53	+	
00028c9211--65bbe5b45140ac16b30306e3	+	
00028c9211--65bbe62c5140ac16b30312f6	+	
